row_title,obj_title,obj_cost,obj_reqs
Tier 2 Powers,(Trump) Faerie Queen,20 SP,N/A
Tier 2 Powers,(Trump/Master) Butcher,15 SP,N/A
Tier 2 Powers,(Blaster/Mover) Legend,20 SP,N/A
Tier 2 Powers,(Thinker/Trump) Kingmaker,25 SP,N/A
Tier 2 Powers,(Shaker/Trump) Genius Friends,20 SP,N/A
Tier 2 Powers,(Thinker) Precognition  ,20 SP,N/A
Tier 2 Powers,(Thinker) Number Man,15 SP,N/A
Tier 2 Powers,(Thinker) Time-Loop,20 SP,N/A
Tier 2 Powers,(Striker/Shaker) Bomber,20 SP,N/A
Tier 2 Powers,(Thinker) Polymath,15 SP,N/A
Tier 2 Powers,(Trump) Arcanist,15 SP,N/A
Tier 2 Powers,(Trump) Kineticist,15 SP,N/A
Tier 2 Powers,(Trump/Tinker) Artificer,15 SP| 7 SP,N/A
Tier 2 Powers,(Trump/Tinker) Alchemist,15 SP| 7 SP,N/A
Tier 2 Powers,(Master/Trump) Doll Master,20 SP| -6 DP,N/A
Tier 2 Powers,(Trump) Replicator,20 SP,N/A
Tier 2 Powers,(Striker/Master) Jack Slash,25 SP,N/A
Tier 2 Powers,(Thinker) Omniscient,25 SP,N/A
Tier 2 Powers,(Shaker/Thinker) Omni-Kinesis,25 SP,N/A
Tier 2 Powers,(Mover) Door Me,25 SP,N/A
Tier 2 Powers,(Master/Thinker) Peacebringer,20 SP| 10 SP,N/A
Tier 2 Powers,(Thinker/Trump) [Query] [Response],15 SP,N/A
Tier 2 Powers,(Master/Trump) Logic Virus,20 SP,N/A
Tier 2 Powers,(Trump) Paramount,22 SP,N/A
Tier 2 Powers,(Trump) Randomizer,20 SP,N/A
Tier 2 Powers,(Master) Manton,15 SP,N/A
Tier 2 Powers,(Blaster/Master) Pithing Needle,23 SP,N/A
Tier 2 Powers,(Trump/Thinker) Who Do You Think I Am?,23 SP,N/A
Tier 2 Powers,(Mover/Thinker) Ideal Transit,20 SP,N/A
Tier 2 Powers,(Shaker) The Sound of Silence ,25 SP,N/A
Tier 2 Powers,(Shaker/Mover) Dimension Tripper,25 SP,N/A
Tier 2 Powers,(Master) Perfect Phantom,20 SP,N/A
Tier 2 Powers,(Breaker/Changer) Cogito Ergo Sum,25 SP,N/A
Tier 2 Powers,(Master/Trump) Sin Manifestation,20 SP,N/A
Tier 2 Powers,(Tinker) Infection,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker/Thinker) Solarpunk ,18 SP| 9 SP,N/A
Tier 2 Powers,(Tinker) Cyber Dystopia,18 SP| 9 SP,N/A
Tier 2 Powers,(Tinker/Trump) Mind is Matter and It'll Make the Whole World Go Round ,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker) The Factory Must Grow,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker) Upcoming Century,18 SP| 9 SP,N/A
Tier 2 Powers,(Tinker) Dyson Sphere Program,25 SP| 12 SP,N/A
Tier 2 Powers,(Master/Tinker) Master of Green,15 SP| 8 SP,N/A
Tier 2 Powers,(Shaker/Mover) Nyx,20 SP,N/A
Tier 2 Powers,(Shaker/Mover) Eos,20 SP,N/A
Tier 2 Powers,(Trump/Striker) Fictiportation,15 SP,N/A
Tier 2 Powers,(Changer/Brute) Carrion,18 SP,N/A
Tier 2 Powers,(Changer/Master) The Flesh That Hungers,20 SP,N/A
Tier 2 Powers,(Shaker) Liminal Landscaper,20 SP,N/A
Tier 2 Powers,(Striker/Shaker) Overhaul,20 SP,N/A
Tier 2 Powers,(Thinker) Simulacrum Advisor,16 SP,N/A
Tier 2 Powers,(Tinker) Research And Development,16 SP| 8 SP,N/A
Tier 2 Powers,(Master/Shaker) Goddess,17 SP,N/A
Tier 2 Powers,(Shaker) Phir Sē,20 SP,N/A
Tier 2 Powers,(Trump) Nullification Hazard,15 SP,N/A
Tier 2 Powers,(Master/Trump) Ribbons,20 SP,N/A
Tier 2 Powers,(Trump/Master) Magical Plant,15 SP,N/A
Tier 2 Powers,(Striker/Shaker) Tyrant,20 SP,N/A
Tier 2 Powers,(Breaker) How The Turns Have Tabled!,18 SP,N/A
Tier 2 Powers,(Shaker) Natural World,20 SP,N/A
Tier 2 Powers,(Master) Chessman,20 SP,N/A
Tier 2 Powers,(Trump) Mix And Match,15 SP,N/A
Tier 2 Powers,(Stranger/Master) Identity,25 SP,N/A
Tier 2 Powers,(Master) Dead Body,20 SP,N/A
Tier 2 Powers,(Master) Cloning,25 SP,N/A
Tier 2 Powers,(Tinker) Techno-Organic,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker) Supervillain,25 SP| 12 SP,N/A
Tier 2 Powers,(Master) Undead,20 SP,N/A
Tier 2 Powers,(Thinker) Clairvoyant,20 SP,N/A
Tier 2 Powers,(Shaker) Baryonic Creation  ,15 SP,N/A
Tier 2 Powers,(Tinker/Thinker) Gaia's Hand,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker/Thinker) Hades Protocol,20 SP| 10 SP,N/A
Tier 2 Powers,(Tinker/Trump) Tinker of Chance,25 SP| 12 SP,N/A
Tier 2 Powers,(Master/Thinker) Memetic King,20 SP,N/A
Tier 2 Powers,"(Tinker/Trump) Embrace the Punk, Become PUNK",15 SP| 7 SP,N/A
Tier 2 Powers,(Trump) Fading Star,25 SP,N/A
Tier 2 Powers,(Master) Dragon-Mail ,20 SP,N/A
Tier 2 Powers,(Tinker/Trump) Power Tinker,25 SP| 12 SP,N/A
Tier 2 Powers,(Tinker) Cause And Effects,25 SP| 12 SP,N/A
Tier 2 Powers,(Tinker/Stranger) Might Make Other Tinkers Mad,25 SP| 12 SP,N/A
Tier 2 Powers,(Trump) Connection,15 SP,N/A
Tier 2 Powers,(Trump/Thinker) Split,15 SP,N/A
Tier 2 Powers,(Breaker/Master) Eldritch,25 SP,N/A
Tier 2 Powers,(Breaker/Stranger) Vanish,20 SP,N/A
Tier 2 Powers,(Shaker/Stranger) Call of Oblivion,25 SP,N/A
Tier 2 Powers,(Stranger/Trump) Exchange Broker,18 SP,N/A
Tier 2 Powers,(Master/Trump) Multiversal Emulator ,20 SP,N/A
Tier 2 Powers,(Stranger) S-Class,18 SP,N/A
Tier 2 Powers,(Breaker) Nano Cells,15 SP,N/A
Tier 2 Powers,(Master/Trump) Pokémon Go,15 SP,N/A
Tier 2 Powers,(Trump/Thinker) Feast,20 SP,N/A
Tier 2 Powers,(Shaker) Snapshots,20 SP,N/A
Tier 2 Powers,(Trump/Master) Highly Marketable,25 SP,N/A
Tier 2 Powers,(Trump) The Arena,20 SP,N/A
Tier 2 Powers,(Changer) Bio-Assimilation,20 SP,N/A
Tier 2 Powers,(Shaker/Master) Beasts of Gaia,16 SP,N/A
Tier 2 Powers,(Shaker/Master) Grimm Pools,20 SP,N/A
Tier 2 Powers,(Master/Thinker) Personal Army,15 SP,N/A
Tier 2 Powers,(Trump) Idle Manifestation,15 SP,N/A
Tier 2 Powers,(Mover/Breaker) Starburst,20 SP,N/A
Tier 2 Powers,(Striker/Trump) Override,25 SP,N/A
Tier 2 Powers,(Blaster/Shaker) Musketeer,15 SP,N/A
Tier 2 Powers,(Trump) Evolution and Escalation,25 SP,N/A
Tier 2 Powers,(Trump) Ephemeral,20 SP,N/A
Tier 2 Powers,(Trump) Battery Powered,16 SP,N/A
Tier 2 Powers,(Trump) Decaying Strength,17 SP,N/A
Tier 2 Powers,(Trump) Suite of Powers,20 SP,N/A
Tier 2 Powers,(Breaker/Trump) Unity of All,25 SP,N/A
Tier 2 Powers,(Shaker/Master) I Heard A Rumour ,18 SP,N/A
Tier 2 Powers,(Tinker/Trump) Tactical Cape,15 SP| 7 SP,N/A
Tier 2 Powers,(Master/Mover) Hell on Earth,20 SP,N/A
Tier 2 Powers,(Shaker/Stranger) Retroactive Change,25 SP,N/A
Tier 2 Powers,(Trump) Art of Symbolism ,20 SP,N/A
Tier 2 Powers,(Master) God-Chooser,18 SP,N/A
Tier 2 Powers,(Thinker/Master) Azulhod Playwright,15 SP,N/A
Tier 2 Powers,(Brute/Striker) Barebones,15 SP,N/A
Tier 2 Powers,(Shaker/Blaster) Action at a Distance,15 SP,N/A
Tier 2 Powers,(Trump/Tinker) Conceptual Tinker,25 SP| 13 SP,N/A
Tier 2 Powers,(Trump) Earth Power,15 SP,N/A
Tier 2 Powers,(Shaker/Striker) Rewired Control,15 SP,N/A
Tier 2 Powers,(Brute/Trump) Anu,25 SP,N/A
Tier 2 Powers,(Tinker/Breaker) My Many Masks,16 SP| 8 SP,N/A
Tier 2 Powers,(Master/Brute) Degeneration,25 SP,N/A
Tier 2 Powers,(Trump) Completely Mundane,25 SP,N/A
Tier 2 Powers,(Tinker/Thinker) Control,20 SP| 10 SP,N/A
Tier 2 Powers,(Thinker) Celestial Library,15 SP,N/A
Tier 2 Powers,(Striker/Trump) Bleeding Heart,15 SP,N/A
Tier 2 Powers,(Blaster/Shaker) Orbital Downpour,23 SP,N/A
Tier 2 Powers,(Thinker/Stranger) Angel Investor,15 SP,N/A
Tier 2 Powers,(Trump) Heart Is An Awesome Power,20 SP,N/A
Tier 2 Powers,(Thinker/Master) Sonder,15 SP,N/A
Tier 2 Powers,(Thinker/Trump) Machine Powered,15 SP,N/A
Tier 2 Powers,(Striker/Trump) Touch of Improvement,17 SP,N/A
Tier 2 Powers,(Shaker/Trump) A Crown Of Diamonds,15 SP,N/A
Tier 2 Powers,(Thinker/Tinker) Precognitive Artistry,15 SP,N/A
Tier 2 Powers,(Shaker/Thinker) Prior Phenomenon,18 SP,N/A
Tier 2 Powers,(Trump) Meme Lord,25 SP,N/A
Tier 2 Powers,(Master/Trump) Team Joe,20 SP,N/A
Tier 2 Powers,(Shaker/Blaster) Fissures,25 SP,N/A
Tier 2 Powers,(Breaker) Kaleidoscopic Fractural Flowering Lens,15 SP,N/A
Tier 2 Powers,(Master/Shaker) Cognitivore,18 SP,N/A
Tier 2 Powers,(Trump) Constellations,15 SP,N/A
Tier 2 Powers,(Tinker/Changer)Will Make Real Tinkers Mad,20 SP,N/A
Tier 2 Powers,(Master) Grave Caller,15 SP,N/A
Tier 2 Powers,(Master) Elemental Snakes,20 SP,N/A
Tier 2 Powers,(Shaker/Thinker/Trump) Pseudoscientific Manifestation,18 SP,N/A
Tier 2 Powers,(Thinker) I Know You Better Than You Know Yourself ,25 SP,N/A
Tier 2 Powers,(Striker/Shaker) Born Again,20 SP,N/A
Tier 2 Powers,(Breaker/Blaster) Flame On,20 SP,N/A
Tier 2 Powers,(Brute/Trump) Criminality,20 SP,N/A
Tier 3 Powers,(Trump) Manager,30 SP,N/A
Tier 3 Powers,(Trump) Oberon,35 SP,N/A
Tier 3 Powers,(Trump) Prototype,40 SP,N/A
Tier 3 Powers,(Blaster/Striker) Sting,25 SP,N/A
Tier 3 Powers,(Brute) Avalon,30 SP,N/A
Tier 3 Powers,(Shaker) It Gets Worse,40 SP,N/A
Tier 3 Powers,(Breaker) And the Void Stares Back,35 SP,N/A
Tier 3 Powers,(Tinker) Revolution,30 SP,N/A
Tier 3 Powers,(Thinker) Vision,35 SP,N/A
Tier 3 Powers,(Thinker) Neural Network,35 SP,N/A
Tier 3 Powers,(Breaker/Trump) Self-Rewrite,40 SP,N/A
Tier 3 Powers,(Tinker/Trump) Shards,40 SP,N/A
Tier 3 Powers,(Shaker/Blaster) Stilling,40 SP,N/A
Tier 3 Powers,(Shaker/Blaster) Fractal of Entropic Decay,35 SP,N/A
Tier 3 Powers,(Shaker) The Ultimate Question,40 SP,N/A
Tier 3 Powers,(Breaker/Shaker) Embodiment of the Supernova,35 SP,N/A
Tier 3 Powers,(Shaker/Changer) Cocytus,35 SP,N/A
Tier 3 Powers,(Master/Trump) The Friend Bringer,40 SP,N/A
Tier 3 Powers,(Stranger/Master) Observer,25 SP,N/A
Tier 3 Powers,(Shaker/Thinker) Ouranos,35 SP,N/A
Tier 3 Powers,(Master/Trump) Gestation,35 SP,N/A
Tier 3 Powers,(Mover/Breaker) Time Out!,35 SP,N/A
Tier 3 Powers,(Thinker/Trump) Sylar ,40 SP,N/A
Tier 3 Powers,(Brute) Immovable Object,25 SP,N/A
Tier 3 Powers,(Brute) Unstoppable Force,25 SP,N/A
Tier 3 Powers,(Breaker/Trump) Golden Form,30 SP,N/A
Tier 3 Powers,(Shaker) Same Day Delivery!,25 SP,N/A
Tier 3 Powers,(Stranger/Master) Self-Inserting for Days,40 SP,N/A
Tier 3 Powers,(Breaker/Shaker) Hellfire,40 SP,N/A
Tier 3 Powers,(Brute/Shaker) Seed of Yggdrasil,40 SP,N/A
Tier 3 Powers,(Trump) Shard Supply Store ,40 SP,N/A
Tier 3 Powers,(Shaker/Thinker) Be the Butterfly effect!,30 SP,N/A
Tier 3 Powers,(Breaker/Shaker) Reality Sculptor,40 SP,N/A
Tier 3 Powers,(Thinker) Path to Victory ,40 SP,N/A
Tier 3 Powers,(Tinker) Clarketech,35 SP,N/A
Tier 3 Powers,(Shaker/Breaker) Sleeper,35 SP,N/A
Tier 3 Powers,(Breaker/Changer) Ash Beast,35 SP,N/A
Tier 3 Powers,(Thinker/Master) Burning Bridges,30 SP,N/A
Tier 3 Powers,(Trump/Master) Chrysalis,25 SP,N/A
Tier 3 Powers,(Changer/Striker) Echidna ,35 SP,N/A
Tier 3 Powers,(Stranger) Shroud,30 SP,N/A
Tier 3 Powers,(Trump) Rival ,40 SP,N/A
Tier 3 Powers,(Trump) Jailbreak ,40 SP,N/A
Tier 3 Powers,(Mover/Shaker) Nexus,40 SP,N/A
Tier 3 Powers,(Thinker/Trump) Hitchhiker’s Guide to the Firmament ,40 SP,N/A
Tier 3 Powers,(Master/Trump) Endbringer Engine,40 SP,N/A
Tier 3 Powers,(Changer/Trump) Intra,40 SP,N/A
Tier 3 Powers,(Breaker/Trump) Miraculous,25 SP,N/A
Tier 3 Powers,(Stranger/Breaker) Informatio ,40 SP,N/A
Tier 3 Powers,(Shaker/Thinker) Cheat Shard Engine,25 SP,N/A
Tier 3 Powers,(Master/Trump) Drawing Board,30 SP,N/A
Tier 3 Powers,(Mover/Shaker) Displacement,30 SP,N/A
Tier 3 Powers,(Trump) Another,25 SP,N/A
Tier 3 Powers,(Shaker) Providence ,25 SP,N/A
Tier 3 Powers,(Trump/Stranger) Persona,25 SP,N/A
Tier 3 Powers,(Thinker/Changer) Storyboard ,40 SP,N/A
Power Upgrades (Shard),Tier 1 Upgrades,,N/A
Power Upgrades (Shard),Tier 2 Upgrades,,N/A
Power Upgrades (Shard),Tier 3 Upgrades,,N/A
Power Upgrades (Shard),Power Copy Upgrades,,N/A
Power Upgrades (Shard),Lucky Mutation Upgrades,,Required: Case 53
Power Fusions (Shard),Biobringer,10 SP,Required: (Changer) Self-Biokinesis
Power Fusions (Shard),Tsundere,7 SP,Required: (Shaker/Master) Shared Emotions; Required: (Thinker) Two-Face; Required: (Trump/Brute) Twice Critical 
Power Fusions (Shard),Babylon Workshop,10 SP,Required: (Shaker/Blaster) Bag of Holding; Required: (Trump/Tinker) Enchantment
Power Fusions (Shard),Golden Trio and their +1,10 SP,Required: (Trump) Soulmate; Required: (Thinker) Time-Loop
Power Fusions (Shard),The End-Usurper,10 SP,Required: (Master) Friendbringers; Incompatible: End of the Kaiju
Power Fusions (Shard),Formless and Empty,8 SP,Required: (Master) Bringer of the End; Required: The End-Usurper
Power Fusions (Shard),Advent of the End,5 SP,Required: (Brute) Typhon; Required: (Breaker/Trump) Cronus
Power Fusions (Shard),King of the End,15 SP,Required: (Brute) Typhon; Required: (Changer) The End-Becomer
Power Fusions (Shard),Bringer of Hope,15 SP,Required: (Changer) The End-Becomer; Required: (Master/Thinker) Peacebringer
Power Fusions (Shard),Hero Killer,8 SP,Required: (Mover) Ground Diver; Required: (Shaker/Thinker) Orchestra; Required: (Shaker) Electromagnetic Warping; Required: (Brute) Yang it!; Required: (Brute/Breaker) The Duke; Required: Ruler of the Primordial Flames
Power Fusions (Shard),City Killer,6 SP,Required: (Breaker) Density; Required: (Striker/Blaster) Fiery Moves; Required: Tidecaller; Required: (Mover/Breaker) Veloci…Raptor?; Required: (Shaker) Storm
Power Fusions (Shard),Hope Killer,5 SP,Required: Simurgh Lite; Required: Songbird; Required: (Thinker) Laplace Demon; Required: (Shaker) Telekinesis
Power Fusions (Shard),Eternity Killer,5 SP,Required: (Mover) Soaring through the Sky like a Flying Bison; Required: (Mover) Blink!; Required: (Mover) Clock Up; Required: (Shaker) Temporal Tempo; Required: (Shaker/Striker) Time Magic!; Required: (Shaker) Forcefield; Required: (Striker) Wither
Power Fusions (Shard),Nemesis Killer,6 SP,Required: (Thinker) Weakspot; Required: (Trump) Fae Court; Required: (Trump) Just the Thing; Required: (Trump) Counter Attack Specialist; Required: The Old
Power Fusions (Shard),Reality Killer,4 SP,Required: Roots; Required: Primordial Earth; Required: Golem Maker; Required: (Trump) Ramp
Power Fusions (Shard),Maker of the End,5 SP,Required: (Tinker) Blasto; Required: (Tinker) Crystals!; Required: (Tinker) Bonesaw
Power Fusions (Shard),Conflict Drive Architect,10 SP,Required: (Master) Monster Maker
Power Fusions (Shard),Army of the Impossible,4 SP,Required: (Master/Trump) Endbringer Engine
Power Fusions (Shard),Fractured No More,10 SP,Required: (Master/Trump) Endbringer Engine
Power Fusions (Shard),Meta Knowledge,5 SP,
Power Fusions (Shard),Equivalent Exchange,4 SP,Required: (Stranger/Thinker) Discount Genie; Required: (Trump) Soulmate
Power Fusions (Shard),Cabbage Corp,5 SP,Required: (Thinker) Weakspot; Required: (Thinker) Plans within Plans
Power Fusions (Shard),OSHA Inspector,5 SP,Required: (Tinker/Thinker) Safety; Required: (Thinker) Plans within Plans
Power Fusions (Shard),OSHA Inspector v2,5 SP,Required: (Thinker) Weakspot; Required: OSHA Inspector
Power Fusions (Shard),Strategies,5 SP,Required: (Trump) Commander; Required: (Thinker) Plans within Plans
Power Fusions (Shard),Soldier of the Future,8 SP,
Power Fusions (Shard),Biotech,10 SP,Required: Biobringer; Required: (Tinker) Reproduction
Power Fusions (Shard),Biomass Generation,15 SP,Required: (Changer) Self-Biokinesis
Power Fusions (Shard),Fleshy Bits,5 SP,Required: Biomass Generation; Required: Biobringer
Power Fusions (Shard),The Legion of the Fae,15 SP,Required: (Trump) Fae Court; Required: (Trump) Fighting makes me stronger!
Power Fusions (Shard),Body Snatchers,3 SP,Required: (Master) Breed
Power Fusions (Shard),Mukade’s Skitterforge,6 SP,Required: (Master) Mukade
Power Fusions (Shard),Bug Evolution ,12 SP,Required: (Changer/Trump) Metamorphosis
Power Fusions (Shard),Skittering Legions,8 SP,Required: (Master/Thinker) Rodent King
Power Fusions (Shard),Dominion,6 SP,Required: Skittering Legions; Required: (Master) Khepri
Power Fusions (Shard),Muroidea Imperator,9 SP,Required: (Master) Ratatouille; Required: (Master/Thinker) Rodent King
Power Fusions (Shard),Resurrection,15 SP,Required: (Striker) Redistribution of Pain; Required: (Breaker/Mover) Puella Magi Homura Magika
Power Fusions (Shard),Ward Master,5 SP,Required: (Trump) Arcanist; Required: (Trump/Tinker) Artificer
Power Fusions (Shard),The Life Maker,5 SP| 2 SP,Required: (Trump/Tinker) Alchemist; Required: (Trump/Tinker) Artificer
Power Fusions (Shard),Four is a Party,10 SP,Required: (Trump) Gamer System; Required: (Trump) Soulmate
Power Fusions (Shard),Sole Looper,3 SP,Required: (Thinker) Time-Loop
Power Fusions (Shard),Optimal Choice,4 SP,Required: (Thinker) Schrödinger; Required: (Thinker) Glimpse
Power Fusions (Shard),5 Coiling Serpents,4 SP,Required: (Thinker) Schrödinger
Power Fusions (Shard),Paradoxical ,6 SP,Required: 5 Coiling Serpents; Required: (Master/Thinker) Paradox
Power Fusions (Shard),Animal Friends,5 SP,Required: (Master) Spirit Animal; Required: (Master) Friendbringers
Power Fusions (Shard),Health Network,5 SP,"Required: (Brute) No, I am Spartacus; Required: (Brute) No, I am Leonidas"
Power Fusions (Shard),Assimilation,4 SP,Required: (Master) Dominate; Required: (Master) Hive Mind
Power Fusions (Shard),Generic Superman Expy,8 SP,Required: (Mover) Soaring through the Sky like a Flying Bison; Required: (Brute) Man of Steel; Required: (Blaster) Solar
Power Fusions (Shard),Yaldabaoth,15 SP,Required: (Changer/Brute) Carrion; Required: (Changer/Master) The Flesh That Hungers
Power Fusions (Shard),Celestial Artificer,9 SP,Required: (Trump/Tinker) Enhancer
Power Fusions (Shard),Araboth,5 SP,Required: Celestial Artificer; Required: (Trump) Prototype
Power Fusions (Shard),Paradigm,20 SP,Required: (Trump) Paramount; Required: Higher Priest
Power Fusions (Shard),Isekai,10 SP,Required: (Thinker/Trump) Kingmaker; Required: (Mover/Thinker) Ideal Transit; Required: (Thinker) Vision
Power Fusions (Shard),Clone Absorber,10 SP,Required: (Master) Cloning; Required: (Changer/Striker) Amalgam
Power Fusions (Shard),Lich,10 SP,Required: (Brute) Zombie; Required: (Master) Undead
Power Fusions (Shard),"MSG, King of Flavor",5 SP,Required: (Tinker/Trump) Gourmet ; Required: (Thinker/Master) Chef Supreme 
Power Fusions (Shard),Saitama's Will,15 SP,Required: (Brute) Unstoppable Force; Required: (Brute) Immovable Object; Required: (Brute) Unlimited Potential
Power Fusions (Shard),Sealed King,15 SP,Required: (Trump/Thinker) Who Do You Think I Am?; Required: (Master/Thinker) Memetic King
Power Fusions (Shard),Great Old One ,5 SP,Required: Sealed King; Required: (Breaker/Master) Eldritch
Power Fusions (Shard),Eternal Star,5 SP,Required: Phoenix Star; Required: (Trump) Oberon
Power Fusions (Shard),Timeless,16 SP,Required: (Striker/Shaker) Epoch; Required: Undo-Redo
Power Fusions (Shard),Realistic Army,5 SP,Required: (Striker/Trump) Idol Theory; Required: (Master) Golem
Power Fusions (Shard),Full Set,2 SP,Required: (Tinker) Armor; Required: (Tinker) Shields
Power Fusions (Shard),Taskmaster,10 SP,Required: Comprehension ; Required: (Thinker) Polymath
Power Fusions (Shard),Hands On Learning,5 SP,Required: (Thinker) Simulacrum Advisor; Required: (Thinker) Super Dream
Power Fusions (Shard),Backed Up Advisor,15 SP,Required: (Thinker) Simulacrum Advisor; Required: (Striker/Trump) Backup
Power Fusions (Shard),Simulacrum Mentors,12 SP,Required: (Thinker) Simulacrum Advisor; Required: (Master/Trump) Multiversal Emulator 
Power Fusions (Shard),Berserker ,11 SP,Required: (Trump/Brute) Madness; Required: (Trump) Loyal Companion
Power Fusions (Shard),Werewolf,8 SP,Required: (Striker/Changer) Wolf Time
Power Fusions (Shard),Beast Time,7 SP,Required: (Striker/Changer) Wolf Time; Required: (Changer/Brute) Dinosaur
Power Fusions (Shard),Reality Hacker,5 SP| 1 SP,Required: (Tinker) Code
Power Fusions (Shard),Theoretical Communications,5 SP| 1 SP,Required: (Tinker) Communication
Power Fusions (Shard),Quantum Projects,6 SP,Required: (Tinker) Interdimensional; Required: (Tinker) Time Dilation; Required: Reality Hacker; Required: Theoretical Communications
Power Fusions (Shard),(Un)Holy Trinity,5 SP| 1 SP,Required: (Tinker) Cybernetics
Power Fusions (Shard),Shard-Like,5 SP| 1 SP,Required: (Tinker) Software; Required: (Tinker) Quantum Computing
Power Fusions (Shard),Turing-Machine,5 SP| 1 SP,Required: (Tinker) Electronics; Required: (Tinker) Chemistry
Power Fusions (Shard),"Solarpunk: ""I SPEAK FOR THE TREES!!""",5 SP| 1 SP,Required: (Tinker) Lorax; Required: (Tinker/Thinker) Solarpunk 
Power Fusions (Shard),Solarpunk: Esoterica,10 SP| 1 SP,Required: (Trump/Master) Magical Plant; Required: (Tinker/Thinker) Solarpunk 
Power Fusions (Shard),Simurgh Lite,10 SP,Required: (Tinker) Jack of All Trades
Power Fusions (Shard),Debt,16 SP,Required: (Master) Geas; Required: (Stranger/Trump) Exchange Broker
Power Fusions (Shard),The Living Force,15 SP,Required: (Brute/Mover) Alexandria; Required: (Striker/Shaker) Tyrant; Required: (Brute) Unstoppable Force
Power Fusions (Shard),Liminal Levels,10 SP,Required: (Shaker) Liminal Landscaper
Power Fusions (Shard),Power Guru,5 SP,Required: (Trump) Boosted; Required: Permanent Change; Required: Controlled Tweaking
Power Fusions (Shard),Techno-Magica?,10 SP,Required: (Tinker) Electronics
Power Fusions (Shard),"Yes, Techno-Magica.",11 SP,Required: Techno-Magica?; Required: Chi Master; Required: (Tinker) Energy
Power Fusions (Shard),Magus,5 SP,Required: Great Mage; Required: (Shaker) Rune
Power Fusions (Shard),Sage,5 SP,Required: Magus
Power Fusions (Shard),Atropos Wannabe,10 SP,Required: The Old; Required: (Thinker) Omniscient
Power Fusions (Shard),Nowhere to Run,15 SP,Required: Atropos Wannabe; Required: Comprehension ; Required: The Enemy Didn't Ascend Beyond Your Control; Required: Automatic Defense
Power Fusions (Shard),Game's got Glitched,14 SP,Required: Stacked Move; Required: (Breaker) Superposition
Power Fusions (Shard),Titan Network,14 SP,Required: (Trump/Striker) Krampus; Required: (Trump) Network Hub; Required: (Breaker/Trump) Cronus
Power Fusions (Shard),Quantum Evolution,5 SP,Required: (Thinker) Danger Sense
Power Fusions (Shard),Refract Wings,5 SP,Required: (Mover/Master) Let The Feathers Fly
Power Fusions (Shard),Force Multiplier,5 SP,Required: (Brute/Trump) Fa Jin
Power Fusions (Shard),Paramount Pity Rolls,5 SP,Required: (Trump) Paramount
Power Fusions (Shard),Gestalt Simulator,11 SP,Required: (Striker/Trump) Backup; Required: (Striker/Master) Memory Injector
Power Fusions (Shard),The Taught,4 SP,Required: (Thinker) Polymath
Power Fusions (Shard),Origin Story,10 SP,Required: (Trump/Thinker) Trigger Bomb; Required: (Trump/Striker) Krampus; Required: (Trump) Flint
Power Fusions (Shard),Making of a Tragedy,8 SP,Required: Trigger Sight; Required: Origin Story; Required: (Thinker) Plans within Plans; Required: Actors on Stage
Power Fusions (Shard),Best Offense Is A Good Defense,6 SP,Required: (Brute/Striker) Captain America; Required: (Brute) Yang it!; Required: (Blaster) Boomerang
Power Fusions (Shard),Mental Healing,3 SP,Required: (Shaker/Master) Peace Zone; Required: (Shaker) Healing Circle
Power Fusions (Shard),Iron Age,3 SP,Required: (Changer/Brute) T-1000; Required: (Brute) Cuff; Required: (Changer/Brute) Hookwolf 
Power Fusions (Shard),Vibranium Core,3 SP,Required: Iron Age; Required: (Striker) Vibranium
Power Fusions (Shard),Daedalus,5 SP,Required: (Shaker) Labyrinth; Required: (Master) Genesis
Power Fusions (Shard),Alice in Wonderland,3 SP,Required: (Shaker) Labyrinth; Required: (Shaker/Mover) Dimension Tripper
Power Fusions (Shard),Leitmotif,7 SP,Required: (Trump) Fluctuation; Required: (Shaker) Room Temperature Mirage
Power Fusions (Shard),Higher Dimension,7 SP| 2 SP,Required: (Tinker) Material; Required: (Tinker) Meme; Required: (Tinker) Information Hazard
Power Fusions (Shard),Tentacles Everywhere,7 SP,Required: (Changer/Mover) Tentacles; Required: (Shaker/Master) Tentacles
Power Fusions (Shard),"Accelerator, The One Way Road",10 SP,Required: (Striker) Vector Alteration; Required: (Thinker) Number Man
Power Fusions (Shard),Lower Dantian,15 SP,Required: Chi Master; Required: (Breaker/Trump) Energy Well
Power Fusions (Shard),Pyramid Head,6 SP,Required: (Trump/Brute) Hatchetface; Required: (Shaker/Stranger) The Mist of London Night; Required: (Changer) Daymare
Power Fusions (Shard),Forgotten Call,5 SP,Required: (Shaker/Stranger) Call of Oblivion; Required: (Stranger/Master) Identity
Power Fusions (Shard),Scry and Die,7 SP,Required: (Mover/Thinker) Blink and you Miss it.; Required: (Thinker) Byakugan
Power Fusions (Shard),Imp Maker,-10 SP,Required: (Master/Striker) Imp Master; Required: (Trump) Power Seed
Power Fusions (Shard),Chaotic Tinker,5 SP| 2 SP,Required: (Tinker) String Theory; Required: (Tinker) Absurdity
